resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-01,"“Thomas St phases 3 & 4, Thomas St, Woolwich New Rd & Wellington St Woolwich“",,yes,,permissioned,outline planning permission,,,,1.82,,,2017-12-22,,"""Of the 960 total dwellings permitted, 259 dwellings completed 14/03/2014 in Phase 1 (10/2440/R).""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-02,"“64 & rear of, Plumstead High St Plumstead“",,yes,,permissioned,full planning permission,,51.488379,0.088441,0.09,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-03,"“Former Greenwich District Hospital site, Vanbrugh Hill Greenwich“",,yes,,permissioned,full planning permission,,51.485358,0.009127,2.2,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-04,"“The Academy (former Royal Military Academy), Academy Rd Woolwich“",,yes,,permissioned,full planning permission,,51.475956,0.058655,4.41,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-05,"“Kidbrooke Village Phase 2, Kidbrooke Park Rd Kidbrooke“",,yes,,permissioned,reserved matters approval,,51.460441,0.02368,5.04,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-06,“92-94 Shooters Hill Rd Charlton“,,yes,,permissioned,full planning permission,,51.474685,0.025765,0.07,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-07,"“Former Millers PH & newsagent, 83-87 Greenwich High Rd Greenwich“",,yes,,permissioned,full planning permission,,51.476379,-0.018096,0.03,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-08,"“Alcatel-Lucent, Christchurch Way Greenwich“",,yes,,permissioned,full planning permission,,51.490178,0.006515,3.6,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-09,"“Hilton's Wharf, 30-52 Norman Rd Greenwich“",,yes,,permissioned,full planning permission,,51.479727,-0.017159,0.13,,,2017-12-22,,"“Started""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
2018-05-22,2017-12-22,local-authority-eng:GRE,RBG-10,"“Mast Quay Phase 2, Woolwich Church St Woolwich“",,yes,,permissioned,full planning permission,,51.494012,0.059252,0.76,,,2017-12-22,,"“Not started.""",327cd759a67bf062632b8906638d622fbf3b2bad0c29020a1cdf191920023ebb,Royal Borough of Greenwich,E09000011
