resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2018-05-22,local-authority-eng:WLV,25470,"Land adj 61 Wergs Road, Tettenhall",,,,permissioned,,,52.605506,-2.183928,0.41,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,26060,Land adj 56 Newhampton Road West,,,,permissioned,,,52.593207,-2.146101,0.06,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,26290,"112 Bunkers Hill Lane, Bilston",,,,permissioned,,,52.574344,-2.070415,0.154,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27040,Land at Rookery Street,,,,pending decision,,,52.598354,-2.086325,0.224,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27350,"St Marks Road, adjoining Sainsbury's",,,,,,,52.583652,-2.137612,0.74,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27370,Royal Hospital Development Area (City Centre),,,,pending decision,,,52.58128,-2.120087,6.25,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27411,Bilston Urban Village-Phase 1,,,,permissioned,,,52.559445,-2.075731,2.4,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27412,Bilston Urban Village-Phase 2,,,,,,,52.558847,-2.081276,13.25,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27430,Goldthorn Hill Pumping Station and Allotments,,,,,,,52.568185,-2.133698,0.48,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27480,"Portobello Flats, New Street & South Street",,,,permissioned,,,52.581861,-2.068435,1.5,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,27600,"New Cross Farm, Wednesfield Road",,,,,,,52.597117,-2.093645,0.17,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,28840,"Land at Grimstone St / Culwell St, Canalside Quarter",,,,,,,52.590899,-2.120305,0.79,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,28861,"Ward Street Master Plan, Ettingshall (1) Former Bilston Gas Works",,,,permissioned,,,52.567082,-2.093728,4.19,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
2018-05-22,2018-05-22,local-authority-eng:WLV,28862,"Ward Street Master Plan, Ettingshall (2) Maxxiom, former Elm Energy & John Roberts Open Space",,,,permissioned,,,52.567458,-2.095116,10.35,,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d,City of Wolverhampton Council
