resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-12-31,local-authority-eng:SGC,1,Charlton Hayes Northfield Filton Airfield Patchway,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQSOKXT810,yes,not owned by a public authority,permissioned,outline planning permission,,51.525853,-2.580663,81.22,,,2016-06-30,,". Major mixed-use development across 81.25 hectares of land including 2,200 new dwellings Figure shows remaining homes (Net) to be completed",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,100,21-23 High Street Kingswood Bristol South Gloucestershire BS15 4AA,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQ1N5NOKI0O00,yes,not owned by a public authority,permissioned,full planning permission,,,,0.06,,,2017-12-31,,. Erection of single storey rear extension to facilitate change of use of part ground floor and first and second floors from Offices (Class A2) to 6no. self contained flats (Class C3)  with associated works.,d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,101,Warmley Court 33 Deanery Road Kingswood South Gloucestershire BS15 9JB,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OG4M08OKI5W00,yes,not owned by a public authority,permissioned,full planning permission,,51.460411,-2.481781,0.19,,,2017-12-31,,. Erection of a single storey building to provide 10no. bed care facility (Class C2) with associated works.,d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,102,46 High Street Formerly Bollywood Spice Warmley Bristol South Gloucestershire BS15 4NF,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NCB1UQOK0BR00,yes,not owned by a public authority,permissioned,full planning permission,,51.459804,-2.476248,0.13,,,2017-12-31,,". Demolition of existing building and erection of 4no. semi-detached dwellings, 2no. self-contained flats",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,103,16 Lower Chapel Road Hanham Bristol South Gloucestershire BS15 8SH,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NXRDQGOKMDV00,yes,not owned by a public authority,permissioned,full planning permission,,51.44973,-2.517184,0.1,,,2017-12-31,,. Demolition of existing office buildings to facilitate the Erection of 6no. dwellings and garage block with access and associated works.,d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,104,152A Soundwell Road Soundwell Bristol South Gloucestershire BS16 4RT,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NXRJBHOKME300,yes,not owned by a public authority,permissioned,full planning permission,,51.474038,-2.508288,0.1,,,2017-12-31,,". Demolition of existing buildings and erection of 6no. dwellings with access, parking, landscaping and associated works.",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,105,4 Broad Lane Yate,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OEXUR3OK0CW00,yes,not owned by a public authority,permissioned,full planning permission,,51.55187,-2.42161,0.19,,,2017-12-31,,. Demolition of existing dwelling and outbuildings and erection of 5no. dwellings with associated works (Outline) with access to be determined. All other matters reserved.,d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,106,Collins Avenue Little Stoke Bristol South Gloucestershire BS34 6JZ,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OWA6I7OKJRU00,yes,not owned by a public authority,permissioned,full planning permission,,51.525771,-2.556691,0.34,,,2017-12-31,,". Demolition of existing residential units and erection of 9no houses, 6no flats and provision of 26 parking spaces with access and associated works.",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,107,Parcel LC2 Charlton Boulevard Patchway South Gloucestershire BS34 5BN,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OBSPGAOKFQ900,yes,not owned by a public authority,permissioned,reserved matters approval,,51.530021,-2.577847,0.65,,,2017-12-31,,. Erection of 2no. buildings to form 52 residential apartments (Approval of reserved matters to be read in conjunction with PT03/3143/O),d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,108,"Charlton Hayes Parcels H11, H12 & H13, North Field, Filton Bristol BS34 5GZ",http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OHJZWROKIZD00,yes,not owned by a public authority,permissioned,reserved matters approval,,51.528316,-2.584313,3.87,,,2017-12-31,,". Erection of 130 No. dwellings with garages, parking, associated infrastructure and hard & soft landscaping proposals for Parcels H11, H12 & H13. (Approval of Reserved Matters to be read in conjunction with Outline Planning Permission PT03/3143/O",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,109,Kerr House Residential Home 50 Morley Road Staple Hill South Gloucestershire BS16 4QD,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OFAY16OKHLV00,yes,not owned by a public authority,permissioned,full planning permission,,51.475225,-2.504097,0.32,,,2017-12-31,,". Erection of 21no. dwellings with access, landscaping and associated works",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,110,Plot MU5 Land At Junction Of Hayes Way Charlton Boulevard Patchway South Gloucestershire BS34 5AG,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OCS7L7OKG6T00,yes,not owned by a public authority,permissioned,full planning permission,,51.526753,-2.576869,0.53,,,2017-12-31,,". Erection of a part three, part four and part two storey building comprising 42no. Retirement Living apartments",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,111,Plot MU6 Land At Junction Of Hayes Way Charlton Boulevard Patchway South Gloucestershire BS34 5AG,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OCS7IVOKG6R00,yes,not owned by a public authority,permissioned,full planning permission,,51.52737,-2.573864,0.55,,,2017-12-31,,". Erection of part three, part four storey building comprising of 60no. extra care apartments (Class C2 ) for the elderly with associated communal lounges, restaurants, kitchen, guest room, staff accommodation, communal refuse and electric buggy stores",d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
2018-05-22,2017-12-31,local-authority-eng:SGC,112,Rawlings And Sons Bristol Ltd Cecil Road Kingswood South Gloucestershire BS15 8NA,http://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O6X3CLOKK4N00,yes,not owned by a public authority,permissioned,other,,51.461331,-2.508708,0.17,,,2017-12-31,,Allowed at Appeal. Demolition of existing building and erection of 29 no flats with associated parking and landscaping.,d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,South Gloucestershire Council,E06000025
