resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-11-23,national-park-authority:Q4972284,BF000011,Utilities Site,http://www.broads-authority.gov.uk/__data/assets/pdf_file/0008/995570/12_NORWICH-new.pdf,,not owned by a public authority,not permissioned,,yes,52.622972,1.323572,4.49,120,120,2017-11-23,,"Allocated in Sites Specific Local Plan 2014 and emerging Local Plan Policy Number NOR1. Previous application withdrawn (BA/2015/0225/FUL). Potential for hazardarous substances to be present on the site.. Withdrawn application was described as: Full planning permission for demolition works and the development, on the Utilities site, of a biomass fuelled energy centre (49.9 MWe installed capacity), associated fuel storage, offloading facilities and railway works, district heating network centre and associated utilities linkages to the Carrow Works; 435 units of student accommodation; commercial units; boat moorings, landscaping and public realm provision; controlled access to Hardy Road and new vehicular access via the Deal Ground with new vehicular bridges over the River Wensum and River Yare; together with associated infrastructure works and all enabling and preparatory works. Outline planning permission (with all matters reserved) for demolition works and provision of 120 residential dwellings; 282 units of student accommodation; research centre; data centre; education centre; offices and training buildings; a new pedestrian and cycle access to Cremorne Lane; boat moorings, landscaping and public realm provision; together with associated infrastructure works and all enabling and preparatory works.",aa0156de0c16bfcb78fed85a0a63a5a3290763e2654b3d920129044e47d72eea,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000012,Old School House St Olaves Road Herringfleet NR32 5QT,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0VWNNTBGTD00,yes,not owned by a public authority,permissioned,full planning permission,,52.523774,1.641309,0.049,1,1,2018-12-20,,Planning application number: BA/2017/0484/FUL. Extension and change of use to dwelling.,649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000013,The Old Stables Hall Farm Hall Lane Postwick NR13 5HQ,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OR7OJATBGJA00,yes,not owned by a public authority,permissioned,full planning permission,,52.614791,1.388568,1.318,1,1,2018-12-20,,"Planning application number: BA/2017/0191/FUL. The conversion of a redundant agricultural building to a single dwelling, including associated building and landscaping works and the change of use of an existing dwelling to provide a dedicated tourism use.",649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000014,The Pyghtle Broad Road Ranworth Norwich Norfolk NR13 6HS,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQCGB0TB01W00,yes,not owned by a public authority,permissioned,full planning permission,,52.679079,1.486935,0.118,1,1,2018-12-20,,Planning application number BA/2017/0170/HOUSEH. Conversion of garage to annexe.,649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000015,Erequay The Rhond Hoveton Norfolk NR12 8UE,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OGFOMLTB01U00,yes,not owned by a public authority,permissioned,full planning permission,,52.710436,1.410615,0.079,2,2,2018-12-20,,Planning application number BA/2016/0408/FUL. Demolition of two existing buildings and erection of a new detached dwelling,649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000016,Broadholme Caldecott Road Lowestoft Suffolk NR32 3PH,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NT2RNQTB00500,yes,not owned by a public authority,permissioned,full planning permission,,52.476375,1.707298,0.162,3,3,2018-12-20,,"Planning application number BA/2015/0277/FUL. Demolition of detached bungalow and garage and construction of 4 no. Dwellings, associated car parking bays and associated works",649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000017,Claxton Manor Barn Complex The Street Claxton Norfolk NR14 7AS,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NRM7AOTBFML00,yes,not owned by a public authority,permissioned,full planning permission,,52.581123,1.446291,0.487,2,2,2018-12-20,,Planning application number BA/2015/0246/FUL. Proposed conversion of part of a redundant barn complex to form 2no dwellings.,649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000018,Claxton Manor Barn Complex The Street Claxton Norfolk NR14 7AS,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NRM7AOTBFML00,yes,not owned by a public authority,permissioned,full planning permission,,52.581123,1.446291,0.487,2,2,2018-12-20,,Planning application number BA/2015/0246/FUL. Proposed conversion of part of a redundant barn complex to form 2no dwellings.,649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-01,2018-12-20,national-park-authority:Q4972284,BF000019,Land At The Manor Staithe Road Ludham Norfolk NR29 5AB,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNWV80TBFJN00,yes,not owned by a public authority,permissioned,full planning permission,,52.709423,1.536554,0.178,1,1,2018-12-20,,Planning application number BA/2015/0148/FUL. Change of use of outbuilding to residential dwelling,649baf90674e5a1a47de7635dbbdd3fa224ddfa20a0d3788eebe4633166991f5,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000020,28 Riverside Estate Brundall Norwich NR13 5PU,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PJNTZPTBHBH00,yes,not owned by a public authority,permissioned,full planning permission,,52.615667,1.436783,0.033,1,1,2019-12-04,,Planning application number BA/2018/0504/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000021,Port Of Yarmouth Marina Caister Road Great Yarmouth NR30 4DL,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PP5ZCSTBHH800,yes,not owned by a public authority,permissioned,full planning permission,,52.627706,1.724869,1.489,7,7,2019-12-04,,Planning application number BA/2019/0118/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000022,Land Adjacent To Cordova Cottages The Staithe Stalham NR12 9BZ,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=POZCTZTB02300,yes,not owned by a public authority,permissioned,full planning permission,,52.767308,1.517847,0.063,3,3,2019-12-04,,Planning application number BA/2019/0112/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000023,1 The Green Mill Road (track) Stokesby With Herringby Norfolk NR29 3EX,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PN6JE9TB02300,yes,not owned by a public authority,permissioned,full planning permission,,52.638234,1.59227,0.01,1,1,2019-12-04,,Planning application number BA/2019/0063/CU,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000024,Lawn Bungalow Tunstall Road Halvergate Great Yarmouth NR13 3FD,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PMC4MTTBHE800,yes,not owned by a public authority,permissioned,full planning permission,,52.613552,1.569016,0.112,0,0,2019-12-04,,Planning application number BA/2019/0044/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000025,Broadlands Park Marsh Road Lowestoft NR33 9JY,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PRJ372TBHJ300,yes,not owned by a public authority,permissioned,full planning permission,,52.469612,1.70622,0.238,1,1,2019-12-04,,Planning application number BA/2019/0168/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000026,73 Northgate Beccles NR34 9AY,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PLESMXTBHCT00,yes,not owned by a public authority,permissioned,full planning permission,,52.463278,1.563454,0.004,1,1,2019-12-04,,Planning application number BA/2019/0018/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000027,Formerly Windboats Marine Ltd Staitheway Road Wroxham Norwich Norfolk NR12 8TH,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PIN7FQTB02300,yes,not owned by a public authority,permissioned,full planning permission,,52.709659,1.406716,0.016,1,1,2019-12-04,,Planning application number BA/2018/0477/PN,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
2019-12-14,2019-12-04,national-park-authority:Q4972284,BF000028,The Rhond Hoveton Norfolk NR12 8UE,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PF8T1BTB01U00,yes,not owned by a public authority,permissioned,full planning permission,,52.710224,1.410638,0.02,1,1,2019-12-04,,Planning application number BA/2018/0374/FUL,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75,Broads Authority,E26000007
