organisation,latitude,longitude,hectares,end-date
local-authority-eng:NGM,52.962726,-1.167758,0.09,
local-authority-eng:NGM,52.92187,-1.15987,0.16,
local-authority-eng:NGM,52.914962,-1.174971,0.02,
local-authority-eng:NGM,52.952001,-1.146175,0.05,
local-authority-eng:NGM,52.979738,-1.132325,0.01,
local-authority-eng:NGM,52.948398,-1.155614,0.01,
local-authority-eng:NGM,52.957257,-1.157512,0.09,2019-03-31
local-authority-eng:NGM,52.962136,-1.150293,0.05,2019-03-31
local-authority-eng:NGM,52.971163,-1.15582,0.07,
local-authority-eng:NGM,53.011716,-1.189904,0.13,
local-authority-eng:NGM,52.963732,-1.122202,0.05,
local-authority-eng:ECA,52.416294,0.161731,0.408,
local-authority-eng:ECA,52.27441,0.312537,4.707,
local-authority-eng:ECA,52.34404,0.215987,0.926,
local-authority-eng:ECA,52.387439,0.186497,0.274,
local-authority-eng:ECA,52.35877,0.149955,0.556,
local-authority-eng:ECA,52.456095,0.30919,0.039,
local-authority-eng:ECA,52.224897,0.482575,0.806,
local-authority-eng:ECA,52.285046,0.329063,0.285,
local-authority-eng:ECA,52.39784,0.268003,0.145,
local-authority-eng:ECA,52.446423,0.297201,0.673,
local-authority-eng:ECA,52.242735,0.241686,0.25,
local-authority-eng:ECA,52.22366,0.358992,0.373,
local-authority-eng:ECA,52.352089,0.193174,1.151,
local-authority-eng:ECA,52.387333,0.190712,0.207,
local-authority-eng:RCC,54.581305,-0.997377,1.36,
local-authority-eng:RCC,54.570464,-1.149173,8.79,
local-authority-eng:RCC,54.535199,-1.064468,0.21,
local-authority-eng:CHS,53.235898,-1.430949,0.07,
local-authority-eng:CHS,53.242204,-1.270096,0.01,
local-authority-eng:CHS,53.269804,-1.340264,0.17,
local-authority-eng:CHS,53.235396,-1.423795,0.11,
local-authority-eng:CHS,53.242999,-1.434841,0.22,
local-authority-eng:LEW,51.458777,0.003479,0.26,
local-authority-eng:LEW,51.459479,0.002159,0.28,
local-authority-eng:LEW,51.429209,-0.037628,0.04,
local-authority-eng:LEW,51.44242,-0.04098,0.05,
local-authority-eng:LEW,51.467769,-0.022207,0.12,
local-authority-eng:LEW,51.444888,-0.000697,0.11,
local-authority-eng:LEW,51.442519,0.00172,0.03,
local-authority-eng:LEW,51.480029,-0.03347,0.23,
local-authority-eng:LEW,51.481848,-0.34008,0.05,
local-authority-eng:LEW,51.437804,-0.060001,0.71,
local-authority-eng:LEW,51.44745,-0.061107,0.05,
local-authority-eng:LEW,51.431264,-0.058938,0.04,
local-authority-eng:LEW,51.428355,0.022239,0.22,
local-authority-eng:LEW,51.43195,0.028771,0.1,
local-authority-eng:LEW,51.431961,0.028317,0.05,
local-authority-eng:LEW,51.431414,0.028725,0.03,
local-authority-eng:LEW,51.46335,-0.010916,0.01,
local-authority-eng:LEW,51.460232,-0.008074,0.04,
local-authority-eng:LEW,51.455526,-0.007495,0.03,
local-authority-eng:LEW,51.456659,-0.021035,0.04,
local-authority-eng:LEW,51.457177,-0.004418,0.26,
local-authority-eng:LEW,51.478265,-0.033392,0.91,
local-authority-eng:LEW,51.4794,-0.05359,0.13,
local-authority-eng:LEW,51.45005,-0.016484,0.16,
local-authority-eng:LEW,51.430876,-0.056874,0.1,
local-authority-eng:LEW,51.426153,-0.043782,0.07,
local-authority-eng:LEW,51.473724,-0.045232,0.03,
local-authority-eng:LEW,51.475051,-0.046452,0.03,
local-authority-eng:LEW,51.445401,-0.21648,0.05,
local-authority-eng:SAW,52.498796,-1.995596,0.17,
local-authority-eng:SAW,52.484812,-2.05721,1.1,
local-authority-eng:SAW,52.529464,-2.036808,0.1,
local-authority-eng:SAW,52.529645,-2.031089,0.37,
local-authority-eng:SAW,52.492203,-1.945992,2.4,
local-authority-eng:SAW,52.497187,-2.00137,0.19,
local-authority-eng:SAW,52.530153,-2.009169,1.25,
local-authority-eng:SAW,52.536843,-1.937254,1.01,
local-authority-eng:SAW,52.560242,-2.008704,0.22,
local-authority-eng:SAW,52.538021,-2.03944,0.19,
local-authority-eng:SAW,52.472686,-2.070031,0.15,
local-authority-eng:SAW,52.528462,-2.011867,3.4,
local-authority-eng:SAW,52.523321,-1.997421,0.27,
local-authority-eng:SAW,52.52164,-2.000015,0.13,
local-authority-eng:SAW,52.49463,-1.970263,0.11,
local-authority-eng:SAW,52.477874,-2.069701,0.19,
local-authority-eng:SAW,52.494458,-1.96689,0.08,
local-authority-eng:SAW,52.477223,-2.038855,0.35,
local-authority-eng:SAW,52.493562,-1.949172,0.71,
local-authority-eng:SAW,52.475056,-2.040399,0.05,
local-authority-eng:SAW,52.474541,-2.065735,0.11,
local-authority-eng:SAW,52.475376,-2.067915,0.05,
local-authority-eng:SAW,52.52092,-1.99639,0.18,
local-authority-eng:SAW,52.471552,-2.05678,0.13,
local-authority-eng:SAW,52.49066,-2.012917,0.07,
local-authority-eng:SAW,52.527315,-2.076044,0.35,
local-authority-eng:SAW,52.51923,-1.995565,0.01,
local-authority-eng:SAW,52.552375,-2.017743,0.04,
local-authority-eng:SAW,52.471909,-2.062095,0.09,
local-authority-eng:SAW,52.524525,-2.003818,0.04,
local-authority-eng:SAW,52.472065,-2.054337,1.36,
local-authority-eng:SAW,52.55259,-1.982848,1.01,
local-authority-eng:SAW,52.525926,-2.017909,2.88,
local-authority-eng:SAW,52.473314,-1.966184,0.1,
local-authority-eng:SAW,52.489829,-2.055758,0.65,
local-authority-eng:SAW,52.52569,-2.029745,0.41,
local-authority-eng:SAW,52.54352,-1.982837,0.32,
local-authority-eng:SAW,52.469867,-2.000928,0.1,
local-authority-eng:SAW,52.566893,-2.020567,0.14,
local-authority-eng:SAW,52.518484,-1.994386,0.05,
local-authority-eng:SAW,52.492483,-1.975551,0.44,
local-authority-eng:SAW,52.521918,-2.000384,0.03,
local-authority-eng:SAW,52.553443,-2.024321,0.52,
local-authority-eng:SAW,52.468287,-2.075574,0.19,
local-authority-eng:SAW,52.469915,-2.087486,1.01,
local-authority-eng:SAW,52.477296,-2.036013,0.19,
local-authority-eng:SAW,52.527605,-2.031279,0.02,
local-authority-eng:BIR,52.518581,-1.897282,0.45,
local-authority-eng:BIR,52.518409,-1.896504,0.38,
local-authority-eng:BIR,52.517583,-1.896244,0.48,
local-authority-eng:BIR,52.516757,-1.896496,0.51,
local-authority-eng:BIR,52.516176,-1.896712,0.33,
local-authority-eng:BIR,52.5164,-1.897915,0.74,
local-authority-eng:BIR,52.516859,-1.89974,1.48,
local-authority-eng:BIR,52.5174,-1.89844,0.86,
local-authority-eng:BIR,52.517947,-1.898133,0.94,
local-authority-eng:BIR,52.516834,-1.897729,0.08,
local-authority-eng:BIR,52.473101,-1.91614,0.49,
local-authority-eng:BIR,52.486078,-1.913764,0.07,
local-authority-eng:BIR,52.473647,-1.911763,0.54,
local-authority-eng:BIR,52.47525,-1.89877,0.55,
local-authority-eng:BIR,52.473503,-1.898951,0.05,
local-authority-eng:BIR,52.489426,-1.907328,0.48,
local-authority-eng:BIR,52.483213,-1.906639,0.42,
local-authority-eng:BIR,52.482597,-1.907685,0.2,
local-authority-eng:BIR,52.484576,-1.912373,0.12,
local-authority-eng:BIR,52.487445,-1.892897,0.17,
local-authority-eng:BIR,52.470761,-1.88228,0.1,
local-authority-eng:BIR,52.472593,-1.882067,0.58,
local-authority-eng:BIR,52.485423,-1.912191,0.02,
local-authority-eng:BIR,52.49073,-1.911377,0.19,
local-authority-eng:BIR,52.471559,-1.881917,0.31,
local-authority-eng:BIR,52.489845,-1.912417,0.01,
local-authority-eng:BIR,52.488094,-1.908139,0.05,
local-authority-eng:BIR,52.482716,-1.913327,0.06,
local-authority-eng:BIR,52.482921,-1.90449,0.08,
local-authority-eng:BIR,52.476498,-1.900871,0.07,
local-authority-eng:BIR,52.484765,-1.902754,0.07,
local-authority-eng:BIR,52.473137,-1.911913,0.13,
local-authority-eng:BIR,52.487301,-1.91533,0.06,
local-authority-eng:BIR,52.485064,-1.910913,0.02,
local-authority-eng:BIR,52.485164,-1.910953,0.05,
local-authority-eng:BIR,52.48538,-1.911038,0.1,
local-authority-eng:BIR,52.475959,-1.913878,0.1,
local-authority-eng:BIR,52.479542,-1.919309,0.01,
local-authority-eng:BIR,52.487101,-1.917003,0.03,
local-authority-eng:BIR,52.48712,-1.916712,0.05,
local-authority-eng:BIR,52.479754,-1.900563,0.04,
local-authority-eng:BIR,52.476105,-1.902708,0.27,
local-authority-eng:BIR,52.474385,-1.904174,0.02,
local-authority-eng:BIR,52.485144,-1.907857,0.03,
local-authority-eng:BIR,52.482176,-1.905353,0.21,
local-authority-eng:BIR,52.470686,-1.896015,0.04,
local-authority-eng:BIR,52.471802,-1.898129,0.99,
local-authority-eng:BIR,52.470818,-1.883807,0.12,
local-authority-eng:BIR,52.471112,-1.884274,0.42,
local-authority-eng:BIR,52.488149,-1.897222,0.07,
local-authority-eng:BIR,52.488444,-1.895844,0.11,
local-authority-eng:BIR,52.485891,-1.910777,0.01,
local-authority-eng:BIR,52.478766,-1.890039,0.01,
local-authority-eng:BIR,52.474021,-1.888431,0.05,
local-authority-eng:BIR,52.47344,-1.900189,0.06,
local-authority-eng:BIR,52.487634,-1.915114,0.01,
local-authority-eng:BIR,52.471583,-1.877851,1.73,
local-authority-eng:BIR,52.487048,-1.895172,0.31,
local-authority-eng:BIR,52.485526,-1.911289,0.02,
local-authority-eng:BIR,52.487783,-1.90708,0.01,
local-authority-eng:BIR,52.480106,-1.880988,6,
local-authority-eng:BIR,52.476981,-1.9178,0.36,
local-authority-eng:BIR,52.486042,-1.914981,0.1,
local-authority-eng:BIR,52.487953,-1.916454,1.17,
local-authority-eng:BIR,52.48574,-1.916733,0.59,
local-authority-eng:BIR,52.485285,-1.915504,0.21,
local-authority-eng:BIR,52.482182,-1.915387,0.43,
local-authority-eng:BIR,52.475561,-1.913127,0.31,
local-authority-eng:BIR,52.486954,-1.906957,0.07,
local-authority-eng:BIR,52.486514,-1.906576,0.19,
local-authority-eng:BIR,52.484576,-1.912701,0.11,
local-authority-eng:BIR,52.485354,-1.912961,0.1,
local-authority-eng:BIR,52.472728,-1.897013,0.15,
local-authority-eng:BIR,52.472949,-1.896492,0.12,
local-authority-eng:BIR,52.482175,-1.891211,0.68,
local-authority-eng:BIR,52.481895,-1.891648,0.42,
local-authority-eng:BIR,52.474978,-1.902796,0.3,
local-authority-eng:BIR,52.474514,-1.902232,0.2,
local-authority-eng:BIR,52.488915,-1.895175,0.41,
local-authority-eng:BIR,52.483153,-1.912811,0.01,
local-authority-eng:BIR,52.472457,-1.885055,0.48,
local-authority-eng:BIR,52.48611,-1.91327,0.18,
local-authority-eng:BIR,52.469396,-1.880036,0.06,
local-authority-eng:BIR,52.471952,-1.913069,0.13,
local-authority-eng:BIR,52.481288,-1.88938,0.03,
local-authority-eng:BIR,52.473802,-1.918922,0.07,
local-authority-eng:BIR,52.485588,-1.911131,0.03,
local-authority-eng:BIR,52.487089,-1.910633,0.03,
local-authority-eng:BIR,52.48596,-1.913726,0.02,
local-authority-eng:BIR,52.483817,-1.909231,0.02,
local-authority-eng:BIR,52.474018,-1.910984,0.04,
local-authority-eng:BIR,52.484941,-1.910863,0.03,
local-authority-eng:BIR,52.484133,-1.914819,0.04,
local-authority-eng:BIR,52.480642,-1.907971,0.33,
local-authority-eng:BIR,52.487485,-1.892335,0.11,
local-authority-eng:BIR,52.484217,-1.892989,0.19,
local-authority-eng:BIR,52.474613,-1.903845,0.19,
local-authority-eng:BIR,52.485704,-1.915934,0.03,
local-authority-eng:BIR,52.483972,-1.913281,0.07,
local-authority-eng:BIR,52.483451,-1.912781,0.3,
local-authority-eng:BIR,52.483304,-1.911899,0.19,
local-authority-eng:BIR,52.487169,-1.904103,0.23,
local-authority-eng:BIR,52.47319,-1.883732,0.05,
local-authority-eng:BIR,52.444349,-1.830994,0.25,
local-authority-eng:BIR,52.503989,-1.810281,0.86,
local-authority-eng:BIR,52.507765,-1.802957,0.06,
local-authority-eng:BIR,52.470767,-1.862422,0.04,
local-authority-eng:BIR,52.476319,-1.856929,0.07,
local-authority-eng:BIR,52.46958,-1.856488,0.06,
local-authority-eng:BIR,52.465519,-1.877719,0.38,
local-authority-eng:BIR,52.456506,-1.89327,0.09,
local-authority-eng:BIR,52.452266,-1.850771,0.09,
local-authority-eng:BIR,52.4748,-1.788325,4.8,
local-authority-eng:BIR,52.489354,-1.860819,0.47,
local-authority-eng:BIR,52.488356,-1.857701,0.16,
local-authority-eng:BIR,52.498553,-1.77112,0.25,
local-authority-eng:BIR,52.515513,-1.846216,0.07,
local-authority-eng:BIR,52.532116,-1.835182,0.54,
local-authority-eng:BIR,52.478836,-1.801528,0.11,
local-authority-eng:BIR,52.465574,-1.876316,0.01,
local-authority-eng:BIR,52.468458,-1.81442,0.1,
local-authority-eng:BIR,52.463954,-1.875898,0.06,
local-authority-eng:BIR,52.481907,-1.765634,0.06,
local-authority-eng:BIR,52.498088,-1.765763,0.08,
local-authority-eng:BIR,52.502581,-1.80246,0.14,
local-authority-eng:BIR,52.468408,-1.853069,0.22,
local-authority-eng:BIR,52.481008,-1.765559,0.09,
local-authority-eng:BIR,52.479244,-1.776764,0.08,
local-authority-eng:BIR,52.498676,-1.78378,0.08,
local-authority-eng:BIR,52.50246,-1.828398,1.1,
local-authority-eng:BIR,52.447552,-1.822507,0.11,
local-authority-eng:BIR,52.451694,-1.806303,0.1,
local-authority-eng:BIR,52.458291,-1.820498,0.27,
local-authority-eng:BIR,52.48224,-1.813843,0.14,
local-authority-eng:BIR,52.498923,-1.825674,0.11,
local-authority-eng:BIR,52.478649,-1.760994,0.1,
local-authority-eng:BIR,52.460771,-1.78762,0.12,
local-authority-eng:BIR,52.459529,-1.784266,0.05,
local-authority-eng:BIR,52.476299,-1.759313,0.15,
local-authority-eng:BIR,52.47561,-1.841819,0.05,
local-authority-eng:BIR,52.434197,-1.85863,0.12,
local-authority-eng:BIR,52.480296,-1.790416,0.37,
local-authority-eng:BIR,52.512628,-1.848705,0.09,
local-authority-eng:BIR,52.483144,-1.85019,0.06,
local-authority-eng:BIR,52.483694,-1.760097,0.89,
local-authority-eng:BIR,52.510368,-1.850939,0.06,
local-authority-eng:BIR,52.443921,-1.839823,3.3,
local-authority-eng:BIR,52.444637,-1.837572,2.6,
local-authority-eng:BIR,52.443332,-1.838776,2.4,
local-authority-eng:BIR,52.483706,-1.766914,0.13,
local-authority-eng:BIR,52.495694,-1.763479,0.07,
local-authority-eng:BIR,52.490389,-1.789248,0.19,
local-authority-eng:BIR,52.498483,-1.774381,0.05,
local-authority-eng:BIR,52.495742,-1.774879,0.06,
local-authority-eng:BIR,52.46546,-1.823148,0.06,
local-authority-eng:BIR,52.470455,-1.861582,0.05,
local-authority-eng:BIR,52.483647,-1.801591,0.04,
local-authority-eng:BIR,52.489157,-1.793052,0.21,
local-authority-eng:BIR,52.451727,-1.776063,0.26,
local-authority-eng:BIR,52.476901,-1.853162,0.01,
local-authority-eng:BIR,52.458882,-1.87642,0.02,
local-authority-eng:BIR,52.527505,-1.817808,0.16,
local-authority-eng:BIR,52.464275,-1.875597,0.1,
local-authority-eng:BIR,52.444745,-1.85854,0.04,
local-authority-eng:BIR,52.515221,-1.841469,0.06,
local-authority-eng:BIR,52.496149,-1.835089,0.05,
local-authority-eng:BIR,52.459072,-1.785894,0.39,
local-authority-eng:BIR,52.454291,-1.891809,0.07,
local-authority-eng:BIR,52.465812,-1.844155,0.05,
local-authority-eng:BIR,52.523403,-1.806773,0.1,
local-authority-eng:BIR,52.449094,-1.815759,0.06,
local-authority-eng:BIR,52.490497,-1.856584,0.03,
local-authority-eng:BIR,52.522499,-1.850282,0.28,
local-authority-eng:BIR,52.491435,-1.859217,0.04,
local-authority-eng:BIR,52.473671,-1.853243,0.03,
local-authority-eng:BIR,52.465184,-1.826977,0.05,
local-authority-eng:BIR,52.528481,-1.834242,0.02,
local-authority-eng:BIR,52.49582,-1.81446,1.38,
local-authority-eng:BIR,52.474798,-1.860048,0.59,
local-authority-eng:BIR,52.492839,-1.818886,0.01,
local-authority-eng:BIR,52.470272,-1.806633,0.1,
local-authority-eng:BIR,52.459768,-1.864785,0.01,
local-authority-eng:BIR,52.444989,-1.813642,0.08,
local-authority-eng:BIR,52.454754,-1.898629,0.07,
local-authority-eng:BIR,52.443554,-1.854507,0.01,
local-authority-eng:BIR,52.45096,-1.86202,0.03,
local-authority-eng:BIR,52.463526,-1.868266,0.03,
local-authority-eng:BIR,52.468302,-1.852703,0.05,
local-authority-eng:BIR,52.475359,-1.842199,0.02,
local-authority-eng:BIR,52.441858,-1.833453,0.01,
local-authority-eng:BIR,52.465132,-1.824948,0.03,
local-authority-eng:BIR,52.519715,-1.839053,0.1,
local-authority-eng:BIR,52.446823,-1.820507,0.01,
local-authority-eng:BIR,52.454286,-1.817569,0.05,
local-authority-eng:BIR,52.49678,-1.774672,0.04,
local-authority-eng:BIR,52.490811,-1.849901,0.04,
local-authority-eng:BIR,52.530936,-1.857855,0.01,
local-authority-eng:BIR,52.45515,-1.820245,0.05,
local-authority-eng:BIR,52.526956,-1.835113,0.19,
local-authority-eng:BIR,52.490367,-1.827228,0.06,
local-authority-eng:BIR,52.461049,-1.872815,0.03,
local-authority-eng:BIR,52.52278,-1.842948,0.01,
local-authority-eng:BIR,52.461464,-1.852154,0.02,
local-authority-eng:BIR,52.466018,-1.877218,0.01,
local-authority-eng:BIR,52.458748,-1.873528,0.04,
local-authority-eng:BIR,52.44725,-1.861706,0.01,
local-authority-eng:BIR,52.49495,-1.77865,0.18,
local-authority-eng:BIR,52.448089,-1.869594,0.11,
local-authority-eng:BIR,52.460564,-1.874072,0.03,
local-authority-eng:BIR,52.533725,-1.831559,0.09,
local-authority-eng:BIR,52.533344,-1.830402,0.56,
local-authority-eng:BIR,52.462383,-1.889028,4.73,
local-authority-eng:BIR,52.48162,-1.833385,0.12,
local-authority-eng:BIR,52.453714,-1.808106,0.07,
local-authority-eng:BIR,52.490763,-1.776182,0.05,
local-authority-eng:BIR,52.460419,-1.872194,0.06,
local-authority-eng:BIR,52.453862,-1.871635,0.03,
local-authority-eng:BIR,52.456785,-1.871898,0.98,
local-authority-eng:BIR,52.452387,-1.867093,0.03,
local-authority-eng:BIR,52.469564,-1.855466,0.02,
local-authority-eng:BIR,52.519243,-1.861774,0.05,
local-authority-eng:BIR,52.51879,-1.856335,0.09,
local-authority-eng:BIR,52.469504,-1.852622,0.02,
local-authority-eng:BIR,52.473425,-1.849311,0.03,
local-authority-eng:BIR,52.450268,-1.834353,0.03,
local-authority-eng:BIR,52.485712,-1.838776,0.05,
local-authority-eng:BIR,52.528747,-1.831225,0.19,
local-authority-eng:BIR,52.529698,-1.825028,0.04,
local-authority-eng:BIR,52.477919,-1.81354,0.02,
local-authority-eng:BIR,52.528986,-1.819605,0.09,
local-authority-eng:BIR,52.45831,-1.796831,0.04,
local-authority-eng:BIR,52.526431,-1.800617,0.27,
local-authority-eng:BIR,52.459479,-1.782123,0.06,
local-authority-eng:BIR,52.47136,-1.792835,0.01,
local-authority-eng:BIR,52.479896,-1.787277,0.07,
local-authority-eng:BIR,52.450975,-1.774449,0.14,
local-authority-eng:BIR,52.472898,-1.766749,0.36,
local-authority-eng:BIR,52.492647,-1.777795,0.02,
local-authority-eng:BIR,52.479006,-1.760181,0.03,
local-authority-eng:BIR,52.474768,-1.803264,0.01,
local-authority-eng:BIR,52.450937,-1.777067,0.15,
local-authority-eng:BIR,52.471066,-1.792746,0.14,
local-authority-eng:BIR,52.469667,-1.815202,0.02,
local-authority-eng:BIR,52.444883,-1.823375,0.08,
local-authority-eng:BIR,52.464212,-1.851153,0.07,
local-authority-eng:BIR,52.493077,-1.827754,0.02,
local-authority-eng:BIR,52.459458,-1.884516,0.02,
local-authority-eng:BIR,52.522804,-1.844424,0.04,
local-authority-eng:BIR,52.461115,-1.817999,0.03,
local-authority-eng:BIR,52.480792,-1.781738,0.4,
local-authority-eng:BIR,52.465444,-1.795958,0.02,
local-authority-eng:BIR,52.454315,-1.888654,0.02,
local-authority-eng:BIR,52.513181,-1.857582,0.02,
local-authority-eng:BIR,52.486114,-1.803722,0.03,
local-authority-eng:BIR,52.51437,-1.857755,0.18,
local-authority-eng:BIR,52.534383,-1.831622,0.05,
local-authority-eng:BIR,52.523891,-1.777441,1.21,
local-authority-eng:BIR,52.464615,-1.901047,0.07,
local-authority-eng:BIR,52.519615,-1.799041,0.1,
local-authority-eng:BIR,52.497633,-1.852281,0.11,
local-authority-eng:BIR,52.52303,-1.787955,0.09,
local-authority-eng:BIR,52.442618,-1.812594,0.1,
local-authority-eng:BIR,52.461071,-1.882764,0.03,
local-authority-eng:BIR,52.453998,-1.788761,1.12,
local-authority-eng:BIR,52.462841,-1.832652,0.02,
local-authority-eng:BIR,52.505333,-1.8072,0.07,
local-authority-eng:BIR,52.58957,-1.845479,0.09,
local-authority-eng:BIR,52.597719,-1.835424,0.45,
local-authority-eng:BIR,52.540623,-1.826521,0.08,
local-authority-eng:BIR,52.591912,-1.830197,0.28,
local-authority-eng:BIR,52.601581,-1.811089,0.56,
local-authority-eng:BIR,52.564745,-1.817765,0.01,
local-authority-eng:BIR,52.557635,-1.800925,0.03,
local-authority-eng:BIR,52.566829,-1.805324,0.1,
local-authority-eng:BIR,52.579757,-1.80659,0.19,
local-authority-eng:BIR,52.498702,-1.910283,0.02,
local-authority-eng:BIR,52.503396,-1.944362,0.02,
local-authority-eng:BIR,52.512348,-1.937794,0.02,
local-authority-eng:BIR,52.502141,-1.936065,0.01,
local-authority-eng:BIR,52.508481,-1.938309,0.04,
local-authority-eng:BIR,52.502344,-1.930632,0.03,
local-authority-eng:BIR,52.501286,-1.888135,0.14,
local-authority-eng:BIR,52.475347,-1.957688,0.06,
local-authority-eng:BIR,52.503453,-1.931922,0.02,
local-authority-eng:BIR,52.568627,-1.822284,0.07,
local-authority-eng:BIR,52.492257,-1.917144,0.01,
local-authority-eng:BIR,52.499842,-1.921724,0.05,
local-authority-eng:BIR,52.472151,-1.928206,0.06,
local-authority-eng:BIR,52.473357,-1.955338,0.02,
local-authority-eng:BIR,52.502967,-1.901634,0.28,
local-authority-eng:BIR,52.490464,-1.873549,0.01,
local-authority-eng:BIR,52.566948,-1.809783,0.17,
local-authority-eng:BIR,52.483407,-1.945022,0.14,
local-authority-eng:BIR,52.507362,-1.936384,0.02,
local-authority-eng:BIR,52.473722,-1.947472,0.11,
local-authority-eng:BIR,52.536724,-1.821654,0.35,
local-authority-eng:BIR,52.507165,-1.951403,0.07,
local-authority-eng:BIR,52.514182,-1.912432,0.14,
local-authority-eng:BIR,52.512814,-1.906997,0.1,
local-authority-eng:BIR,52.493999,-1.901828,0.08,
local-authority-eng:BIR,52.497753,-1.891232,0.07,
local-authority-eng:BIR,52.494048,-1.902176,0.08,
local-authority-eng:BIR,52.48509,-1.924465,7.2,
local-authority-eng:BIR,52.512195,-1.875014,0.02,
local-authority-eng:BIR,52.514783,-1.901108,0.48,
local-authority-eng:BIR,52.473693,-1.963096,0.2,
local-authority-eng:BIR,52.500214,-1.915571,0.15,
local-authority-eng:BIR,52.503678,-1.911214,0.08,
local-authority-eng:BIR,52.555422,-1.876803,0.07,
local-authority-eng:BIR,52.536795,-1.876728,0.13,
local-authority-eng:BIR,52.486386,-1.937481,0.09,
local-authority-eng:BIR,52.521054,-1.924886,0.07,
local-authority-eng:BIR,52.51655,-1.922689,0.18,
local-authority-eng:BIR,52.597914,-1.849741,0.07,
local-authority-eng:BIR,52.596266,-1.848246,0.07,
local-authority-eng:BIR,52.595877,-1.847872,0.07,
local-authority-eng:BIR,52.589684,-1.834131,0.06,
local-authority-eng:BIR,52.591744,-1.827613,0.08,
local-authority-eng:BIR,52.587012,-1.824125,0.06,
local-authority-eng:BIR,52.537852,-1.803313,0.06,
local-authority-eng:BIR,52.536658,-1.801344,0.09,
local-authority-eng:BIR,52.536569,-1.799708,0.06,
local-authority-eng:BIR,52.534187,-1.790234,0.07,
local-authority-eng:BIR,52.530593,-1.783747,0.1,
local-authority-eng:BIR,52.530425,-1.782601,0.06,
local-authority-eng:BIR,52.532571,-1.771901,0.06,
local-authority-eng:BIR,52.530516,-1.774033,0.07,
local-authority-eng:BIR,52.530537,-1.773159,0.06,
local-authority-eng:BIR,52.557356,-1.796797,0.06,
local-authority-eng:BIR,52.505337,-1.955986,0.06,
local-authority-eng:BIR,52.488861,-1.938643,0.06,
local-authority-eng:BIR,52.496588,-1.931293,0.23,
local-authority-eng:BIR,52.518334,-1.926755,0.04,
local-authority-eng:BIR,52.505639,-1.912076,0.05,
local-authority-eng:BIR,52.504447,-1.910703,0.11,
local-authority-eng:BIR,52.500978,-1.910005,0.11,
local-authority-eng:BIR,52.510633,-1.917208,0.07,
local-authority-eng:BIR,52.514112,-1.911967,0.1,
local-authority-eng:BIR,52.503046,-1.904689,0.1,
local-authority-eng:BIR,52.54049,-1.88528,0.06,
local-authority-eng:BIR,52.516864,-1.930104,0.14,
local-authority-eng:BIR,52.533769,-1.817673,0.11,
local-authority-eng:BIR,52.548128,-1.820768,0.1,
local-authority-eng:BIR,52.543498,-1.796304,0.17,
local-authority-eng:BIR,52.538758,-1.802621,0.67,
local-authority-eng:BIR,52.592013,-1.832438,0.11,
local-authority-eng:BIR,52.525073,-1.766508,0.21,
local-authority-eng:BIR,52.476136,-1.934083,2.98,
local-authority-eng:BIR,52.493941,-1.900592,2.85,
local-authority-eng:BIR,52.493999,-1.900783,0.02,
local-authority-eng:BIR,52.499394,-1.909339,0.15,
local-authority-eng:BIR,52.507742,-1.954443,0.13,
local-authority-eng:BIR,52.530542,-1.759047,0.03,
local-authority-eng:BIR,52.48733,-1.947197,0.1,
local-authority-eng:BIR,52.516135,-1.937602,0.07,
local-authority-eng:BIR,52.517919,-1.899862,1.79,
local-authority-eng:BIR,52.493294,-1.916898,0.35,
local-authority-eng:BIR,52.478709,-1.945954,0.08,
local-authority-eng:BIR,52.495926,-1.910331,0.06,
local-authority-eng:BIR,52.480389,-1.929623,0.85,
local-authority-eng:BIR,52.482216,-1.928157,2.48,
local-authority-eng:BIR,52.48017,-1.932852,0.71,
local-authority-eng:BIR,52.481159,-1.930243,1.25,
local-authority-eng:BIR,52.481632,-1.931245,0.73,
local-authority-eng:BIR,52.483021,-1.929267,2.71,
local-authority-eng:BIR,52.483235,-1.931164,3.02,
local-authority-eng:BIR,52.480986,-1.931924,0.55,
local-authority-eng:BIR,52.480169,-1.927324,3.76,
local-authority-eng:BIR,52.480661,-1.933501,1.84,
local-authority-eng:BIR,52.55663,-1.883655,0.06,
local-authority-eng:BIR,52.541038,-1.840093,0.1,
local-authority-eng:BIR,52.542647,-1.90797,7.7,
local-authority-eng:BIR,52.501381,-1.862159,0.02,
local-authority-eng:BIR,52.573141,-1.830599,0.08,
local-authority-eng:BIR,52.485548,-1.947637,0.01,
local-authority-eng:BIR,52.512914,-1.942733,0.03,
local-authority-eng:BIR,52.549385,-1.827416,0.03,
local-authority-eng:BIR,52.487287,-1.945322,0.01,
local-authority-eng:BIR,52.53534,-1.892935,0.03,
local-authority-eng:BIR,52.504834,-1.911368,0.09,
local-authority-eng:BIR,52.489279,-1.882322,0.12,
local-authority-eng:BIR,52.585918,-1.828159,0.34,
local-authority-eng:BIR,52.517141,-1.952098,0.14,
local-authority-eng:BIR,52.506534,-1.949269,0.02,
local-authority-eng:BIR,52.561256,-1.819773,0.04,
local-authority-eng:BIR,52.534756,-1.905179,0.05,
local-authority-eng:BIR,52.563762,-1.823725,0.11,
local-authority-eng:BIR,52.513917,-1.924622,0.01,
local-authority-eng:BIR,52.587112,-1.833486,0.08,
local-authority-eng:BIR,52.514011,-1.880928,0.04,
