resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-12-31,local-authority-eng:CHI,BLR0011,"Land at Police Station, Kingsham Road, Chichester, PO19 8AD",http://www.chichester.gov.uk/CHttpHandler.ashx?id=29268,,owned by a public authority,not permissioned,,,50.830949,-0.777759,0.69,,,2017-12-31,,Density calculated using 30 dwellings per hectare,979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,Chichester District Council,E07000225
2018-05-22,2017-12-31,local-authority-eng:CHI,BLR0012,"Former Portfield Depot and UMA House, Oving, Chichester, West Sussex, PO19 7UW",http://www.chichester.gov.uk/CHttpHandler.ashx?id=29269,yes,not owned by a public authority,permissioned,outline planning permission,,50.838761,-0.751196,2.15,,,2017-12-31,,"571 student bedspaces equivalent to 130 dwellings. ""Outline application for the re-development of the site to provide student housing of up to 521 bedrooms with a supporting student hub building, associated amenities, parking and landscaping"". https://www.chichester.gov.uk/CHttpHandler.ashx?id=21778&p=0",979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,Chichester District Council,E07000225
2018-05-22,2017-12-31,local-authority-eng:CHI,BLR0013,"Tangmere Academy, Bishops Road, Tangmere, West Sussex, PO20 2JB",http://www.chichester.gov.uk/CHttpHandler.ashx?id=29270,,owned by a public authority,not permissioned,,,50.853834,-0.713131,1.21,,,2017-12-31,,Allocated for housing development within the made Tangmere Neighbourhood Development Plan. Density calculated using 30 dwellings per hectare,979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,Chichester District Council,E07000225
2018-05-22,2017-12-31,local-authority-eng:CHI,BLR0014,"98 Fishbourne Road, Fishbourne, West Sussex, PO19 3JL",http://www.chichester.gov.uk/CHttpHandler.ashx?id=29271,,not owned by a public authority,not permissioned,,,50.835933,-0.811002,0.33,,,2017-12-31,,Density calculated using 30 dwellings per hectare,979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,Chichester District Council,E07000225
2018-05-22,2017-12-31,local-authority-eng:CHI,BLR0015,"Clark's Yard, Billingshurst Road, Wisborough Green",http://www.chichester.gov.uk/CHttpHandler.ashx?id=29272,,not owned by a public authority,not permissioned,,,51.021256,-0.498607,0.6,,,2017-12-31,,Allocated for housing development within the made Wisborough Green Neighbourhood Development Plan. https://www.chichester.gov.uk/CHttpHandler.ashx?id=21778&p=0,979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,Chichester District Council,E07000225
2019-12-08,2018-12-31,local-authority-eng:CHI,BLR0016,"Jutland House, Kiln Drive (Lion Park), Hambrook, PO18 8FJ",http://www.chichester.gov.uk/CHttpHandler.ashx?id=30987,yes,not owned by a public authority,permissioned,full planning permission,,50.846318,-0.883735,0.16,,,2018-12-31,,". ""Change of use of existing vacant building to 8 no. apartments (5 no. 2 bed, 3 no. 1 bed) on ground, first and second floor, with flexible A2/B1a/D1 (health/medical) use on one half of the ground floor, including elevational alterations, parking and landscaping"". http://www.chichester.gov.uk/CHttpHandler.ashx?id=30379&p=0",6f73b07ff280f8ab28eaa6dc275ab9840268faada5c4adfc0fe40aec1a15f1af,Chichester District Council,E07000225
2019-12-08,2018-12-31,local-authority-eng:CHI,BLR0017,"Greenacre Nursery, Main Road, Chidham, PO18 8TP",http://www.chichester.gov.uk/CHttpHandler.ashx?id=30988,yes,not owned by a public authority,permissioned,outline planning permission,,50.841604,-0.880723,0.75,,,2018-12-31,,". ""Reuse of previously developed land for residential development of 10 no. dwellings and associated works"". http://www.chichester.gov.uk/CHttpHandler.ashx?id=30380&p=0",6f73b07ff280f8ab28eaa6dc275ab9840268faada5c4adfc0fe40aec1a15f1af,Chichester District Council,E07000225
2019-12-08,2018-12-31,local-authority-eng:CHI,BLR0018,"Royal Oak, Stocks Lane, East Wittering, West Sussex, PO20 8BS",http://www.chichester.gov.uk/CHttpHandler.ashx?id=30989,yes,not owned by a public authority,permissioned,full planning permission,,50.768648,-0.871744,0.24,,,2018-12-31,,". ""Retention of the former Royal Oak public house and demolition of dog grooming business. Provision of 8 no. ancillary accommodation units at ground, first and second floors of public house, together with proposed internal and external alterations and associated parking and landscaping. Erection of a terrace of 9 no. dwelling units (consisting of 1 no. 3 bedroom house, 1 no. 4 bedroom house, 2 no. 1 bedroom flats, 4 no. 2 bedroom flats and 1 no. 3 bedroom flat) and the erection of 1 no. 3 bedroom chalet bungalow together with associated parking and landscaping at Stocks Lane, East Wittering""",6f73b07ff280f8ab28eaa6dc275ab9840268faada5c4adfc0fe40aec1a15f1af,Chichester District Council,E07000225
2019-12-08,2018-12-31,local-authority-eng:CHI,BLR0019,49-51 Fishbourne Road East,http://www.chichester.gov.uk/CHttpHandler.ashx?id=31066,yes,not owned by a public authority,permissioned,full planning permission,,50.835304,-0.804074,0.62,,,2018-12-31,,". ""The comprehensive redevelopment of the former Downland House HQ office site at 49-51 Fishbourne Road East, Chichester for 37 new affordable homes comprising 30 shared ownership apartments, 5 affordable rent houses and 2 affordable rent apartments; car and cycle parking; vehicle and pedestrian access off Fishbourne Road East; landscaping; boundary treatment; amenity space and other ancillary development requirements.""",6f73b07ff280f8ab28eaa6dc275ab9840268faada5c4adfc0fe40aec1a15f1af,Chichester District Council,E07000225
2019-12-08,2018-12-31,local-authority-eng:CHI,BLR0020,"South Downs Holiday Village, Bracklesham Lane, Bracklesham Bay, Chichester, West Sussex, PO20 8JE",http://www.chichester.gov.uk/CHttpHandler.ashx?id=30991,yes,not owned by a public authority,permissioned,outline planning permission,,50.767676,-0.85502,2.1,,,2018-12-31,,". ""Redevelopment of the former South Downs Holiday Park with the erection of 85 dwellings with vehicular access, Local Equipped Area for Play, public open space, landscaping, foothpath links and other related infrastructure."". http://www.chichester.gov.uk/CHttpHandler.ashx?id=30380&p=0",6f73b07ff280f8ab28eaa6dc275ab9840268faada5c4adfc0fe40aec1a15f1af,Chichester District Council,E07000225
2019-12-22,2019-12-31,local-authority-eng:CHI,BLR0021,"17-19 Seal Road, Selsey",http://www.chichester.gov.uk/CHttpHandler.ashx?id=32766,yes,not owned by a public authority,permissioned,full planning permission,,54.170718,-6.713341,0.12,7,7,2019-12-31,,"Alterations and conversion of main property into 7 no. flats, demolition of existing bungalow and associated access alterations, parking, bin and cycle storage.",c25f8b97bd93f47ed272489a7be50e98514ec5affb1f9879fe434b1dde03b00e,Chichester District Council,E07000225
2019-12-22,2019-12-31,local-authority-eng:CHI,BLR0022,Stone House 82 West Street Selsey,http://www.chichester.gov.uk/CHttpHandler.ashx?id=32767,yes,not owned by a public authority,permissioned,outline planning permission,,54.16576,-6.70485,0.26,5,5,2019-12-31,,Construction of up to 5 no. dwellings.,c25f8b97bd93f47ed272489a7be50e98514ec5affb1f9879fe434b1dde03b00e,Chichester District Council,E07000225
2019-12-24,2019-10-15,local-authority-eng:CHI,18/27978/FUL,Land at Rear of Former Browse Antiques,https://www.staffordbc.gov.uk/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,,,0.307,23,23,2019-10-15,,"Demolish buildings; erect 23 dwellings comprising 8 no 3 bedroom houses, 9 no 1 bedroom flats, 6 no 2 bedroom flats with associated car parking, landscaping and access roads",0a2acb3630049c97f654ba03d73bd03261a00ec702ff5e8403433afef412e84f,Chichester District Council,E07000225
