resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR014,"Former TSB Site, Russell Way, Three Bridges, Crawley",http://www.crawley.gov.uk/pw/web/PUB327107,yes,not owned by a public authority,not permissioned,,,51.10959,-0.168705,0.3,40,40,2017-11-29,,Allocated as a deliverable key housing site in Local Plan Policy H2 (Key Housing Sites). This site formed part of a larger site that was granted permission for residential development on appeal (CR/2005/0812/FUL).. http://www.crawley.gov.uk/pw/web/pub260100,c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR015,"Kilnmead Car Park, Kilnmead, Northgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327138,yes,owned by a public authority,pending decision,,,51.118101,-0.185672,0.52,37,37,2017-11-29,,"Allocated as a deliverable key housing site in Local Plan Policy H2 (Key Housing Sites). The design and layout of the scheme needs to consider the mature trees onsite, and how to accommodate an appropriate number of car parking spaces and amenity land requirements.. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=41921&pApplicationNo=CR/2017/0444&pAD=yes&pAppNo=CR/2017/0444/FUL|http://www.crawley.gov.uk/pw/web/pub260100",c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR018,"Town Hall, The Boulevard, Northgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327153,yes,owned by a public authority,not permissioned,,,51.117007,-0.184129,1.01,0,182,2017-11-29,,"Site is part of 'Land North of the Boulevard', which is allocated in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites) as a 'Town Centre Opportunity Site' for residential development and/or main town centre uses.. http://www.crawley.gov.uk/pw/web/pub260100",c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR019,"Land s/o and r/o 24 Brighton Road, Southgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327154,yes,not owned by a public authority,permissioned,full planning permission,,51.111476,-0.189889,0.26,,,2017-11-29,,"Planning permission CR/2014/0865/FUL.. Erection of 14 new apartments, gym and sauna for residents use, bin and bike stores and alterations to the existing parking spaces.. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=38260&pApplicationNo=CR/2014/0865/FUL&pAD=yes&pAppNo=CR/2014/0865/FUL",c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR020,"Longley Building, East Park, Southgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327156,yes,not owned by a public authority,not permissioned,,,51.111717,-0.185694,0.29,48,48,2017-11-29,,Allocated as a developable key housing site in Local Plan Policy H2 (Key Housing Sites). http://www.crawley.gov.uk/pw/web/pub260101,c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR023,"Overline House, Crawley Station and adjacent Highway, Station Way, Northgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327157,yes,mixed ownership,permissioned,outline planning permission,,51.11214,-0.186348,2.07,,,2017-11-29,,"Allocated as a Town Centre Key Opportunity Site for residential and/or town centre uses in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites).. Outline application (all matters reserved) for demolition of existing office building and integrated railway station building, footbridges and ancillary structures. erection of 308 studio, 1, 2 and 3 bedroom residential apartments and associated parking (C3 use class).. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=40186&pApplicationNo=cr/2016/0294&pAD=yes&pAppNo=CR/2016/0294/OUT|http://www.crawley.gov.uk/pw/web/int228487",c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR026,"Stoner House, London Road, Northgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327158,yes,not owned by a public authority,permissioned,full planning permission,,51.12022,-0.187804,0.35,,,2017-11-29,,"Planning permission CR/2015/0463/FUL. Other permissions: CR/2017/0522/PA3 granted 27/07/2017.. External alterations and extensions to existing building in connection with its use as 111 flats (use class C3), together with site works including landscaping 
(amended description).. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=39078&pApplicationNo=CR/2015/0463/FUL&pAD=yes&pAppNo=CR/2015/0463/FUL|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=42035&pApplicationNo=CR/2017/0522/PA3&pAD=yes&pAppNo=CR/2017/0522/PA3",c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR027,"Sutherland House, Russell Way, Three Bridges, Crawley",http://www.crawley.gov.uk/pw/web/PUB327159,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.114016,-0.16823,0.9,,,2017-11-29,,Prior approval CR/2016/0608/PA3. Other permissions: CR/2016/0606/PA3 granted 11/10/2016; CR/2016/0607/PA3 11/10/2016 granted 11/10/2016.. Prior notification of office to residential (C3) comprising 230 studio apartments with 259 cycle parking spaces and 165 parking spaces (option 3).. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=40614&pApplicationNo=CR/2016/0606/PA3&pAD=yes&pAppNo=CR/2016/0606/PA3|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=40615&pApplicationNo=CR/2016/0607/PA3&pAD=yes&pAppNo=CR/2016/0607/PA3|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=40616&pApplicationNo=CR/2016/0608/PA3&pAD=yes&pAppNo=CR/2016/0608/PA3|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=41324&pApplicationNo=CR/2017/0036/FUL&pAD=yes&pAppNo=CR/2017/0036/FUL|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=41325&pApplicationNo=CR/2017/0037/FUL&pAD=yes&pAppNo=CR/2017/0037/FUL|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=41330&pApplicationNo=CR/2017/0040/FUL&pAD=yes&pAppNo=CR/2017/0040/FUL|http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=41331&pApplicationNo=CR/2017/0041/FUL&pAD=yes&pAppNo=CR/2017/0041/FUL,c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR028,"Telford Place, Three Bridges, Crawley",http://www.crawley.gov.uk/pw/web/PUB327160,yes,owned by a public authority,not permissioned,,,51.113046,-0.182113,1.68,99,300,2017-11-29,,"Allocated as a Town Centre Key Opportunity Site for residential and/or town centre uses in Local Plan Policies EC6 (Development Sites within the Town Centre Boundary) and H2 (Key Housing Sites). Site previously had outline consent for a 312-unit residential scheme, but this has now expired (CR/2007/0114/OUT).. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=28972&pApplicationNo=CR/2007/0114/OUT&pAD=yes&pAppNo=CR/2007/0114/OUT|http://www.crawley.gov.uk/pw/web/int228487",c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR029,"Zurich House, East Park, Southgate, Crawley",http://www.crawley.gov.uk/pw/web/PUB327171,yes,not owned by a public authority,not permissioned,,,51.111763,-0.186935,0.3,59,59,2017-11-29,,Allocated as a deliverable key housing site in Local Plan Policy H2 (Key Housing Sites). This site was subject to a planning permission for 59 residential units which has now expired (CR/2012/0223/FUL).. http://www.crawley.gov.uk/pw/Planning_and_Development/Planning_Permission___Applications/Planning_Applications_Search/index.htm?accept=Search&pRecordID=34989&pApplicationNo=cr/2012/0223&pAD=yes&pAppNo=CR/2012/0223/FUL|http://www.crawley.gov.uk/pw/web/pub260100,c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR030,"Ambulance Station, Ifield Avenue, West Green, Crawley",http://www.crawley.gov.uk/pw/web/PUB331304,,owned by a public authority,not permissioned,,,51.12158,-0.19721,0.18,5,16,2017-11-29,,Identified in the Local Plan Housing Trajectory as a suitable and developable site for residential development. There are a significant number of trees within the site particularly along the frontage and rear. The adjoining woodland is a Site of Nature Conservation Importance (SNCI). The impact of any development on trees within and adjoining the site would need to be considered and this is likely to constrain the site’s capacity. Any development is likely to be limited to the footprint of the existing ambulance station although there may be potential for a three storey building providing there is sufficient clearance to the adjoining tree canopies. The yield of the site would be subject to a formal assessment of trees.. http://www.crawley.gov.uk/pw/web/pub260105,c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2018-05-22,2017-11-29,local-authority-eng:CRW,CBCBLR031,"Fire Station, Ifield Avenue, West Green, Crawley",http://www.crawley.gov.uk/pw/web/PUB331303,,owned by a public authority,not permissioned,,,51.119655,-0.189598,0.45,0,48,2017-11-29,,Identified in the Local Plan Housing Trajectory as a Broad Location for residential development. Potential for development of the site will vary according to whether or not the fire station remains on site.. http://www.crawley.gov.uk/pw/web/pub260103,c71e462d50d267b08240d3405317b68e8f844d4adb96e80457d2cca107859d2b,Crawley Borough Council,E07000226
2019-10-20,2018-11-30,local-authority-eng:CRW,CBCBLR032,"International Business Centre, Spindle Way, Three Bridges, Crawley",http://crawley.gov.uk/pw/web/PUB351368,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.112803,-0.177849,0.08,,,2018-11-29,,Prior approval CR/2017/0748/PA3. Prior Approval for change of use from Office (B1) to residential (C3) for 10 flats.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0748/PA3,5219de18c69316df8da5f8eca4bb1e9e70179a1d22dd6fe2a9b33ec4270d9067,Crawley Borough Council,E07000226
2019-10-20,2018-11-30,local-authority-eng:CRW,CBCBLR033,"Energy House, Hazelwick Avenue, Three Bridges, Crawley",http://crawley.gov.uk/pw/web/PUB351363,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.121315,-0.16261,0.43,,,2018-11-29,,Prior approval CR/2018/0107/PA3. Prior Approval for change of use from Office (B1) to Residential (C3) for 40 no. apartments.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2018/0107/PA3,5219de18c69316df8da5f8eca4bb1e9e70179a1d22dd6fe2a9b33ec4270d9067,Crawley Borough Council,E07000226
2019-10-20,2018-11-30,local-authority-eng:CRW,CBCBLR034,"Pacific House, Hazelwick Avenue, Three Bridges, Crawley",http://crawley.gov.uk/pw/web/PUB351376,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.121786,-0.162806,0.17,,,2018-11-29,,Prior approval CR/2018/0110/PA3. Prior Approval for change of use from Office (B1) to Residential (C3) for 20 no. apartments.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2018/0110/PA3,5219de18c69316df8da5f8eca4bb1e9e70179a1d22dd6fe2a9b33ec4270d9067,Crawley Borough Council,E07000226
2019-12-18,2019-12-17,local-authority-eng:CRW,CBCBLR035,"8-9 Queens Square, Northgate, Crawley",,yes,not owned by a public authority,permissioned,full planning permission,,51.115801,-0.187275,0.04,,,2019-12-11,,"The site benefits from full planning permission CR/2017/0552/FUL. Change of use, extension and alterations to first and second floors to form seven residential (C3) units (4 x 1 bed flats and 3 x 2 bed flats) with central lightwell. https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0552/FUL|http://www.crawley.gov.uk/pw/web/PUB353187",537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98,Crawley Borough Council,E07000226
2019-12-18,2019-12-17,local-authority-eng:CRW,CBCBLR036,"Crawley College, College Road, Three Bridges, Crawley",,,owned by a public authority,not permissioned,,,51.11565,-0.181609,3.13,250,400,2019-12-11,,The site is proposed for allocation as a Key Town Centre Opportunity Site in Policies H2 (Key Housing Sites) and TC3 (Development Sites within the Town Centre Boundary) of the draft Regulation 19 consultation Local Plan Review document.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2019/0403/FUL|http://www.crawley.gov.uk/pw/web/PUB353191,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98,Crawley Borough Council,E07000226
2019-12-18,2019-12-17,local-authority-eng:CRW,CBCBLR037,"MOKA, Station Way, Northgate, Crawley",,yes,not owned by a public authority,pending decision,,,51.112354,-0.184782,0.36,100,150,2019-12-11,,The site is proposed for allocation as a Key Town Centre Opportunity Site in Policies H2 (Key Housing Sites) and TC3 (Development Sites within the Town Centre Boundary) of the draft Regulation 19 consultation Local Plan Review document. See pending application CR/2019/0542/FUL.. https://planningregister.crawley.gov.uk/Planning/Display/CR/2019/0542/FUL,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98,Crawley Borough Council,E07000226
2019-12-18,2019-12-17,local-authority-eng:CRW,CBCBLR038,"St Catherine's Hospice, Malthouse Road, Southgate, Crawley",,,not owned by a public authority,not permissioned,,,51.107225,-0.190439,0.72,0,60,2019-12-11,,"Proposed for allocation as ‘housing for older people’ in Policy H2 of the Regulation 19 draft of the Local Plan Review document. Development of this site should therefore specifically meet the needs of older people, either as a residential care home (C2) or as general housing (C3) which is designed to meet the needs of older people to meet the building regulations part M category 3. The broader design and layout of development on this site should also give specific consideration to the requirements of older people.",537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98,Crawley Borough Council,E07000226
2019-12-18,2019-12-17,local-authority-eng:CRW,CBCBLR039,"The Imperial, Broadfield Barton, Broadfield, Crawley",,yes,not owned by a public authority,permissioned,full planning permission,,51.097458,-0.206717,0.1,,,2019-12-11,,". Demolition of the existing public house and associated flat and the erection of a five storey mixed use development consisting of 7 x one bedroom and 12 x two bedroom flats, with lower ground floor parking. https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0519/FUL",537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98,Crawley Borough Council,E07000226
2019-12-18,2019-12-17,local-authority-eng:CRW,CBCBLR040,"Land r/o the George Hotel, 56-58 High Street, West Green, Crawley",,yes,not owned by a public authority,not permissioned,,,51.114813,-0.191472,0.29,0,10,2019-12-11,,. https://planningregister.crawley.gov.uk/Planning/Display/CR/2017/0879/FUL|https://acp.planninginspectorate.gov.uk/ViewCase.aspx?caseid=3199581,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98,Crawley Borough Council,E07000226
2019-12-24,2019-10-15,local-authority-eng:CRW,18/28342/FUL,Chetwynd Centre,https://www.staffordbc.gov.uk/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,,,0.969,32,32,2019-10-15,,Proposed change of use of former school to residential use and to a performing arts centre with associated uses along with then new build houses in a terrace,0a2acb3630049c97f654ba03d73bd03261a00ec702ff5e8403433afef412e84f,Crawley Borough Council,E07000226
