resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-31,local-authority-eng:MAN,092264/FO/2010/N1,27 Middleton Road,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.523009,-2.216948,0.46,29,29,2017-12-31,,". Erection of 22 new houses and two new apartments and conversion of the White Lion Public House into five apartments including a three storey side extension with associated parking, landscaping and boundary treatments,",61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,100982/FO/2012/C2,1 Canal StreetManchesterM1 3HE,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.478149,-2.235372,0.02,8,8,2017-12-31,,". Change of use of floors 1-4 from commercial office space to 8 x residential apartments (2 x 1 bed and 6 x 2 bed) and external elevations including the remodelling of the Richmond Street Facade, removal of windows at 3rd floor level to form balcony area a",61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,102721/P3JPA/2013/S2,179-199A Fog Lane Burnage,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.421387,-2.216325,0.22,7,7,2017-12-31,,. Prior Approval,61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,104097/FO/2013/S2,Land In Between The Cringlewood Club And Beech House Nursing HomeYewtree LaneNorthendenManchester,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.411855,-2.271084,0.35,9,9,2017-12-31,,". Erection of 9No. bungalows and associated landscaping, car parking and boundary treatment together with the creation of a new access road from Yewtree Lane",61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,104888/FO/2014/S2,Land Adjacent To 115 Sale RoadNorthendenManchesterM23 0BU,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.410959,-2.277848,0.09,5,5,2017-12-31,,". Erection of a three storey building comprising of ground floor retail unit with 5no. two-bedroom residential apartments on the upper two floors with associated car parking, landscaping and boundary treatment.",61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,104923/FO/2014/N1,Royal Mill And Paragon MillRedhill StreetAncoatsManchesterM4 5AU,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.48362,-2.227792,0.87,18,18,2017-12-31,,. Use of part of first floor of both Paragon and Royal Mills to create an additional 18 apartments ( 9 in Parragon Mill and 9 in Royal Mill ) and associated parking spaces.,61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,104931/FO/2014/N2,"Land Bounded By Polygon Street, Stockport Road And Brunswick StreetArdwickManchesterM12 6AN",https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.469849,-2.223184,0.17,39,39,2017-12-31,,. Erection of 6 storey building to form 4 commercial units on the ground floor (Class A1/A2/B1a) and 39 apartments (Class C3) on upper floors with associated car parking and amenity space,61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,105107/FO/2014/N2,Land At Upper Brook StreetArdwickManchester,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.465994,-2.227517,0.25,13,13,2017-12-31,,". Erection of a three storey terrace to form 13 No. 4 bedroom residential dwellinghouses (Use Class C3) with associated car parking, landscaping, boundary treatment and access road.",61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,105328/P3JPA/2014/C1,Bracken House Charles StreetManchesterM1 7BD,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.473954,-2.238829,0.1,114,114,2017-12-31,,. Application change of use of premises from B1 offices to C3 (dwellinghouses) : 114 No. apartments.,61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
2018-05-22,2017-12-31,local-authority-eng:MAN,105415/FO/2014/N2,Land On Chapman Street Gorton Manchester M18 8UA,https://mappinggm.org.uk/gmodin/,yes,,permissioned,full planning permission,,53.460915,-2.168104,0.34,30,30,2017-12-31,,". Erection of part three, part two storey building, comprising a total of 30 residential apartments (Class C3a)",61f369d249a477d4abb66c5f93c4ae6c6f7c4e43bdc568ec240cc46d46ec96df,Manchester City Council
