resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-17,local-authority-eng:WLI,125240,"Land north of Northholme, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.404334,-0.773336,0.79,,,2017-12-17,,"Allocated in the Central Lincolnshire Local Plan. Planning application for proposed residential development, comprising 51 dwellings - includes mini-roundabout on Northolme.",7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,130739,"The Old Scrapyard, Stow Road, Ingham",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.333755,-0.580673,1.67,,,2017-12-17,,". Planning application for 31no. dwellinghouses and 4no. live-work units-mixed use of C3 dwellinghouses and B1 light industrial- associated roads, drainage and landscaping and footway on Stow Road.",7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,130886,"Queensway, Sturton by Stow",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.309671,-0.665612,0.27,,,2017-12-17,,. Planning application for the demolition of 20no. garages and the construction of 8no. affordable dwellings.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,131545,Land between 27 and 31 Union Street,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.386525,-0.335747,0.08,,,2017-12-17,,. Planning application for demolition of chapel and construction of six houses.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,132068,"Tradelights, 19 Oxford Street",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.386288,-0.334162,0.1,,,2017-12-17,,. Planning application to erect 7no. starter homes and associated parking.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,132689,"Land off Westfield Approach & Wragby Road East, North Greetwell",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,permissioned,outline planning permission,,53.250479,-0.483005,0.4,,,2017-12-17,,. Outline planning application for residential development-access to be considered and not reserved for subsequent applications.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,133052,"Red Lion, 1 Marton Road, Sturton by Stow",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.312563,-0.665372,0.19,,,2017-12-17,,. Hybrid planning application for the change of use of the former Red Lion public house from a drinking establishment (A4) to a single dwellinghouse (C3); Partial demolition of single storey extensions and further external alterations; Outline application for residential development of up to five dwellings (All Matters Reserved).,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,133184,"19 Oxford Street, Market Rasen",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.386295,-0.334086,0.13,,,2017-12-17,,". Planning application for the demolition of existing showroom, offices nd warehouse and erection of 7no. dwellings with associated access road and parking.",7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,133203,"Spa shop, Lincoln Road, Dunholme",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.300536,-0.466376,0.13,,,2017-12-17,,. Planning application for demolition of existing Spar Shop and erection of 5no. Dwellings.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,133282,"Eastern part Brookenby Park, Brookenby, Binbrook Market Rasen",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,outline planning permission,,53.442536,-0.187795,2.09,,,2017-12-17,,. Outline planning application for the erection of 9no. dwellings-access and layout to be considered and not reserved for subsequent applications.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,133393,"Gleadells Wharf, Bridge Street",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.395519,-0.776295,0.16,,,2017-12-17,,. Planning application for the demolition of existing dilapidated warehouse on the site and erect 14no. residential dwellings.,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
2018-05-22,2017-12-17,local-authority-eng:WLI,133439,"Peacock Hotel, Corringham Road",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,yes,,permissioned,full planning permission,,53.405451,-0.763165,0.8,,,2017-12-17,,". Planning application for demolition of existing building and erection of 23 dwellings, creation of new access and road with associated parking and landscaping.",7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc,West Lindsey District Council
