resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-20,local-authority-eng:EAS,160425,14 Lismore Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.03,6,6,2017-12-20,,". ""Conversion of offices to provide 6no. self contained flats with single storey rear extension and replacement UPVC windows throughout the property.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,160538,Land to rear of 48 St Leonards Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.05,7,7,2017-12-20,,". ""New build 2 storey residential accommodation consisting of 7 dwellingsand 7 car parking spaces.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,160794,Unit 2 Fort Lane,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.11,7,7,2017-12-20,,". ""Development of 7 no residential units and 16 no car parking spaces, located on 2 adjacent sites in Fort Lane.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,161010,"Land to the rear of Wesley Place, Ringwood Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.1,5,5,2017-12-20,,". ""Erection of 5 no. 3 bedroom, 3 storey houses together with ten car parking spaces and access road.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,161130,Marine Lodge 13 Marine Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.01,6,6,2017-12-20,,". ""Erection of additional storey on main building and existing extensionat the rear of property. Use of extended premises as 6x 1 bedroom units. Alterations to rear fenestration including provision of balconyand new external amenity space at rear elevation. Provision of waste and cycle storage accessed from Leaf Hall Road.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,161308,Ravelston Grange 10 Denton Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.15,9,9,2017-12-20,,". ""Proposed Material Change of Use from Residential Care Home (C2) to 9x residential dwellings (C3), with associated extensions at ground and first floors (Amended plans recieved)""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,170009,2a Cavendish Avenue,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,permissioned,outline planning permission,,,,0.1,7,7,2017-12-20,,". ""Proposed redevelopment and change of use, demolition of part of existing building and conversion of 1 ground floor store to 1no. one bedroom flat. Erection of 2no. 3 bedroom semi-detached houses and 4no.2 bedroom semi-detached houses along with parking spaces (Outline planning permission with landscaping reserved)(AMENDED PLANS RECIEVED RELOCATING 2x UNITS ALONG BOURNE STREET AND REVISED PARKING LAyOUT""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,170037,12 Eversfield Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.05,8,8,2017-12-20,,". ""Change of use from language school to 8N° Self contained flats, including single storey extension to rear.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,170527,20 Upperton Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,other,,,,0.2,56,56,2017-12-20,,". ""Change of use from B1 (office) to C3 (dwelling houses) - creation of 32no. 1 bed apartments and 24no. 2 bed apartments.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,170813,7 Upperton Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.23,58,58,2017-12-20,,". ""Demolition of existing buildings and redevelopment to form circa 61 one and two bed sheltered apartments for the elderly including communal facilities, access, car parking and landscaping""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,HA08,"Veritek House, Edgeland Terrace",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,other,,,,0.2,6,6,2017-12-20,,". ""Change of use of Veritek House, Edgeland Terrace from offices to residential use in the form of 11 units via the prior notification regime under Class O of Part 3, Schedule 2 of the General Permitted Development Order 2015""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,HA18,Garages adjacent 25-32 Fletching Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.1,12,12,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,HA40,Garages off Port Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.07,8,8,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,HA43,Garages off Pulborough Avenue,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.16,19,19,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,HA44,Garage off Timberley Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.1,12,12,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,HA45,Garages off Wadhurst Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.09,11,11,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA01,Car park rear of Langney Shopping Centre,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.13,5,5,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA03,"MVM Site, 87-89 Pevensey Bay Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.14,7,7,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA05,"Belmont Nursing Home, Pevensey Bay Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,permissioned,full planning permission,,,,0.74,80,80,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA22,Garages at Biddenden Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.08,12,12,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA28,Garages off Hawkhurst Close (north),http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.06,12,12,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA29,Garages off Hawkhurst Close (south),http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.06,12,12,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA30,Garages off Sidcup Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.06,6,6,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA31,Garages off Westerham Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.08,16,16,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,LA32,Garages off Wrotham Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.07,14,14,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,OC10,"St. Elizabeth’s Church, Old Town",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.5,6,6,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,OL10,Land adjacent 51 Church Street,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.04,8,8,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,OL28,Garages behind 11 Rockhurst Drive,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.07,8,8,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,RO03,2-4 Moy Avenue,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,permissioned,full planning permission,,,,0.66,36,36,2017-12-20,,". ""Demolition and redevelopment to provide 36 (Class C3) residential units, with associated car parking access and landscaping""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,SE17,Land Adjacent 3-14 Brede Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.11,8,8,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,SE19,186 Seaside,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.05,10,10,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,SE49,"Coda Bar, 125 Langney Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,pending decision,,,,,0.08,10,10,2017-12-20,,". ""Demolition of existing Coda bar Class A4 and erection of a 4 storey building to provide 10 residential apartments with associated secure parking, cycle storage, refuse and recycling storage, amenity space and external landscaping""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,SH13,Garage off Primrose Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.08,10,10,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO01,"Burlington Hotel car park, Burlington Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.13,12,12,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO02,Land Between Upperton Road and Southfields Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,mixed ownership,not permissioned,,,,,0.52,63,63,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO03,"Central Methodist Church, Langney Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,pending decision,,,,,0.06,10,10,2017-12-20,,". ""Conversion of existing meeting rooms and hall into 10no. one bedroom flats together with the retention of the existing worship space""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO04,"St Andrew’s United Reform Church, Blackwater Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,pending decision,,,,,0.1,35,35,2017-12-20,,". ""Demolition of St Andrews Church and Albury House behind retained facade to Blackwater Road. Construction of 3-4 Storey building comprising 35 (down from 36) residential units and 13 (up from 10) parking spaces accessed from Wish Road and Cornfield Lane""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO22,17-18 Lushington Lane,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.02,6,6,2017-12-20,,". ""Demolition of existing garages and erection of a three storey buildingwith 6 No. two bedroom flats with private courtyard gardens to the rear serving the ground floor flats.""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO55,Land adjoining the Railway Station and the Enterprise Centre,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,3.06,370,370,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO56,"Eastbourne Police Station, Grove Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,pending decision,,,,,0.12,50,50,2017-12-20,,". ""Proposed refurbishment and extension of former Police Station, with roof extension to existing building and 5 storey side/rear extension to create 50 flats in total""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,TO63,"WRVS Centre, Hyde Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.03,6,6,2017-12-20,,". ""Demolition of existing community centre with change of use for a new build residential development comprising of 3no. three bed properties""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,UP03,"Bedfordwell Depot, Bedfordwell Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,permissioned,full planning permission,,,,2.42,102,102,2017-12-20,,". ""Residential development of 102 dwellings (flats and houses), includingthe conversion of the existing Pump House into flats, together with access roads and parking spaces""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,UP07,54-56 Upperton Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.1,10,10,2017-12-20,,,5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2018-05-22,2017-12-20,local-authority-eng:EAS,UP13,"Steel House, 2 Enys Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,other,,,,0.08,6,6,2017-12-20,,". ""Change of use of existing offices to form 6 x 1 & 2-bed residential flats""",5a9a3931e7a19f4fba128bdc1dcb544f0860ceeba17ce15f7621f02c25062a81,Eastbourne Borough Council
2019-11-24,2018-12-11,local-authority-eng:EAS,HA27,14-29 Brassey Parade,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,pending decision,,,,,0.39,29,29,2018-12-11,,". ""Erection of mansard roof over existing building to provide additionaltwo-storeys. Formation of additional 29 x residential flats within first, second and third floors. Retention of retail units on ground floor and 7 x existing residential flats on first floor. Single-storeyextension to northern elevation for use as bin and cycle store""",6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640,Eastbourne Borough Council
2019-11-24,2018-12-11,local-authority-eng:EAS,HA35,Garages to the rear of 11 Cade Street,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.05,6,6,2018-12-11,,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640,Eastbourne Borough Council
2019-11-24,2018-12-11,local-authority-eng:EAS,ME19,Courtlands Hotel 3-5 Wilmington Gardens,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.07,15,15,2017-12-20,,". ""Change of use to convert a 45 bedroom hotel to a 14 bedroom guest house hotel with owner's accommodation and 15 residential apartments.""",6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640,Eastbourne Borough Council
2019-11-24,2018-12-11,local-authority-eng:EAS,ME22,Ravelston Grange 10 Denton Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.15,9,9,2017-12-20,,". ""Proposed Material Change of Use from Residential Care Home (C2) to 9x residential dwellings (C3), with associated extensions at ground and first floors (Amended plans recieved)""",6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640,Eastbourne Borough Council
2019-11-24,2018-12-11,local-authority-eng:EAS,OL12,Greenfield Road Methodist Church,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.07,5,5,2018-12-11,,". ""Demolition of existing church buildings and construction of 5no. four bedroom houses.""",6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640,Eastbourne Borough Council
