resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-04,local-authority-eng:BNE,14/07064/FUL,"Buildings D3 To D8, Beaufort Park, Aerodrome Road, Colindale, NW9",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.594429,-0.239356,0.823,237,237,2017-12-04,,". Construction of a building of 6 cores of up to 10 storeys to comprise 237 residential homes and 357 sq.m GIA of commercial floorspace (A1 to A4, B1, B2, D1 and D2), including associated car and cycle",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,14/07124/FUL,"Vale Farm, Mays Lane, Barnet, EN5 2AQ",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.640099,-0.22202,0.305,1,1,2017-12-04,,". Conversion of existing barn into a single family dwellinghouse with external alterations including insertion of rooflights to facilitate a loft conversion, associated landscaping and off-street car pa",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,14/07210/FUL,"Development Plot B6 (Grahame Park Estate Regeneration), Lanacre Avenue, Colindale, NW9",https://data.london.gov.uk/dataset/brownfield-land-register,yes,owned by a public authority,permissioned,full planning permission,,51.598486,-0.244775,3.437,92,92,2017-12-04,,"Part of W01731JS/04 outline planning permission. Revised application for development of plot B6 comprising buildings between 1 and 6 storeys, to accommodate 92 residential units (84 flats and 8 dwellinghouses); associated vehicle access, highways, p",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,14/07670/FUL,"1201 High Road, London, N20 0PD",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.62832,-0.175244,1.046,124,124,2017-12-04,,. Construction of a new building up to 5-storeys high comprising of 43 self-contained flats (Class C3) and 437sqm of (Class A1) retail space at ground floor level with basement parking. Associated lands,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,14/07706/PNO,"319 Ballards Lane, London, N12 8LY",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.613195,-0.177611,0.062,16,16,2017-12-04,,. Change of use from Class B1(Office) to Class C3 (Residential)?,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,14/07964/RMA,"West Hendon Estate, West Hendon, London, NW9",https://data.london.gov.uk/dataset/brownfield-land-register,yes,owned by a public authority,permissioned,reserved matters approval,,51.57747,-0.24188,1.597,298,298,2017-12-04,,"Part of W/13937/04 planning permission. Application for Approval of Reserved Matters relating to Scale, Layout, Appearance, Landscaping, Access and Parking, pertaining to Blocks F1, F2, F3, F4, G4, H3, H4 forming Part of Phase 3B and 3C of",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,15/00568/FUL,"Land At Moreton Close, Mill Hill, London, NW7 2PH",https://data.london.gov.uk/dataset/brownfield-land-register,yes,owned by a public authority,permissioned,full planning permission,,51.609307,-0.223278,0.431,53,53,2017-12-04,,. Demolition of existing buildings and for the construction of a three storey building with rooms in roofspace to provide extra care residential development (Use Class C2) to provide 51 no. 1 and 2 bedr,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,15/00720/RMA,"Land Off Brent Terrace, London, NW2, (The Brent Terrace Triangles)",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,reserved matters approval,,51.567762,-0.221277,0.863,47,47,2017-12-04,,". Reserved Matters application within Phase 1a (North) of the Brent Cross Cricklewood Regeneration Scheme relating to Layout, Scale, Appearance, Access and Landscaping, for the residential development o",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,15/00750/FUL,"117-125 West Hendon Broadway, London, NW9 7BP",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.575734,-0.238405,0.33,47,47,2017-12-04,,. Construction of a new building up to 5-storeys high comprising of 47 no. self-contained flats (Class C3) and 437sqm of (Class A1) retail space at ground floor level with basement parking.  Associated,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
2018-05-22,2017-12-04,local-authority-eng:BNE,15/01294/PNO,"42-46 Station Road, Edgware, Middlesex, HA8 7ZZ",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.611492,-0.277546,0.024,8,8,2017-12-04,,. Change of use from Use Class B1 (office) to Use Class C3 (residential) to provide 8 Units,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barnet
